CUSTOMER_ID,x_customer_id,y_customer_id,mean_amount,std_amount,mean_nb_tx_per_day,available_terminals,nb_terminals
0,54.88135039273247,71.51893663724195,62.262520726806166,31.131260363403083,2.1795327319875875,"[29, 87, 144, 241, 330, 858, 996, 1028, 1067, 1133, 1138, 1224, 1359, 1402, 1480, 1530, 1536, 1644, 1655, 1699, 1702, 1999, 2007, 2352, 2530, 2575, 2636, 2740, 2746, 2800, 2807, 3026, 3028, 3096, 3129, 3246, 3253, 3383, 3457, 3544, 3674, 4121, 4158, 4436, 4647, 4726, 5100, 5138, 5496, 6076, 6201, 6569, 6607, 6698, 6713, 6869, 6945, 6962, 7028, 7048, 7063, 7228, 7502, 7592, 7618, 7707, 7907, 8679, 8818, 8979, 9373, 9409, 9427, 9435, 9441, 9540, 9669, 9920]",78
1,42.36547993389047,64.58941130666561,46.57078506995579,23.285392534977895,3.567092003128319,"[5, 160, 242, 378, 431, 475, 571, 762, 876, 936, 943, 958, 1050, 1083, 1222, 1230, 1331, 1439, 1460, 1710, 2082, 2123, 2135, 2443, 2459, 2601, 2641, 2650, 2688, 2828, 2859, 3140, 3258, 3695, 3698, 3744, 3775, 3858, 4002, 4076, 4292, 4449, 4461, 4824, 5060, 5159, 5385, 5618, 5645, 5672, 5766, 5801, 5906, 6181, 6425, 6439, 6519, 6523, 6547, 6563, 7049, 7128, 7192, 7254, 7334, 7372, 7403, 7451, 7469, 7612, 7631, 7716, 7735, 7890, 8044, 8095, 8104, 8179, 8548, 8857, 8986, 9065, 9542, 9586, 9983]",85
2,96.36627605010293,38.34415188257777,80.21387861785314,40.10693930892657,2.115579679011618,"[316, 406, 447, 523, 968, 1200, 1318, 1365, 1607, 1864, 2002, 2143, 2149, 2179, 2196, 2320, 2374, 2382, 2586, 2836, 3102, 3142, 3199, 3396, 3492, 3598, 3675, 3876, 3928, 3949, 3958, 4385, 4395, 4404, 4656, 5377, 5485, 5519, 5758, 6027, 6267, 6355, 6656, 6659, 6974, 6986, 6989, 7022, 7066, 7286, 7316, 7463, 7557, 7587, 7743, 7830, 8099, 8202, 8218, 8261, 8323, 8739, 8757, 8873, 8962, 9014, 9130, 9142, 9325, 9696]",70
3,56.80445610939323,92.5596638292661,11.74842552879926,5.87421276439963,0.34851719880616283,"[65, 94, 113, 364, 401, 433, 485, 651, 672, 772, 874, 898, 925, 982, 1155, 1622, 1924, 2338, 2343, 2489, 2671, 2862, 2959, 3019, 3326, 3696, 3710, 3797, 3925, 3982, 4077, 4114, 4297, 4378, 4455, 4472, 4849, 4937, 4952, 4957, 5028, 5043, 5335, 5521, 5597, 5939, 5951, 6570, 6582, 6622, 7149, 7240, 7391, 7551, 7565, 7571, 7620, 7702, 7878, 8443, 8509, 8525, 8801, 8972, 9074, 9143, 9260, 9321, 9334, 9339]",70
4,2.021839744032572,83.2619845547938,78.9248913402358,39.4624456701179,3.4800485929872766,"[372, 614, 774, 1362, 1446, 1564, 1637, 1939, 2225, 2420, 2566, 2727, 3083, 3205, 3279, 3411, 3566, 3877, 3962, 3980, 4238, 4318, 4353, 4444, 4591, 4616, 5014, 5051, 5251, 5286, 5660, 5914, 6118, 6119, 6154, 6502, 6553, 6792, 6876, 6925, 7136, 7363, 7370, 7376, 7471, 7804, 7952, 7993, 8087, 8339, 8575, 8687, 8735, 8853, 8855, 8889, 8899, 9010, 9107, 9146, 9191, 9197, 9246, 9439, 9509]",65
5,97.8618342232764,79.91585642167236,48.84053941402853,24.420269707014263,3.122116705145822,"[79, 200, 266, 480, 568, 741, 1392, 1469, 1486, 1497, 1578, 1584, 1705, 1862, 1980, 2096, 2127, 2604, 2667, 2700, 2799, 2868, 3547, 3588, 3619, 3647, 3910, 3956, 3984, 4017, 4112, 4236, 4431, 5230, 5784, 6060, 6488, 7017, 7082, 7144, 7489, 7572, 7614, 7649, 7797, 7937, 8284, 8305, 8334, 8358, 8388, 8507, 8793, 8910, 9038, 9134, 9138, 9253, 9314, 9764, 9800]",61
6,11.827442586893323,63.99210213275238,18.618562303859406,9.309281151929703,3.7786756681983356,"[163, 172, 205, 429, 468, 607, 750, 786, 881, 973, 986, 1175, 1197, 1658, 1721, 1762, 2097, 2237, 2418, 2502, 2704, 2878, 3128, 3305, 3626, 3708, 3808, 3909, 3961, 4123, 4141, 4154, 4764, 4778, 5133, 5175, 5435, 5831, 6114, 6129, 6189, 6282, 6574, 6714, 6726, 6799, 7180, 7267, 7324, 7378, 7446, 7589, 7957, 7971, 7984, 8060, 8072, 8119, 8474, 8663, 8841, 9035, 9047, 9402, 9576, 9635, 9773]",67
7,52.184832175007166,41.46619399905236,30.132783149939563,15.066391574969781,3.0969347577368667,"[563, 612, 700, 705, 859, 1036, 1231, 1442, 1496, 1555, 1618, 1646, 1883, 1956, 1991, 2063, 2453, 2494, 2631, 2742, 2748, 2780, 2921, 3640, 3684, 3778, 3794, 3800, 3812, 3933, 4001, 4021, 4067, 4092, 4258, 4322, 4381, 4453, 4514, 4672, 4679, 4759, 4983, 5191, 5235, 5308, 5330, 5400, 5735, 5858, 6051, 6976, 7019, 7211, 7302, 7412, 7531, 7701, 7770, 7782, 7793, 7872, 7876, 8077, 8490, 8601, 8887, 8894, 9104, 9106, 9258, 9457, 9466, 9567, 9630, 9709, 9809, 9827]",78
8,45.615033221654855,56.84339488686485,6.785031041453738,3.392515520726869,2.4705419883035082,"[8, 46, 115, 117, 190, 431, 648, 891, 937, 958, 978, 1050, 1274, 1345, 1738, 1745, 2091, 2192, 2468, 2488, 2514, 2668, 2699, 2910, 3220, 3245, 3345, 3454, 3605, 3665, 3695, 3744, 3772, 3878, 4045, 4230, 4349, 4356, 4377, 4400, 4449, 4523, 4598, 4606, 4613, 4935, 4938, 5045, 5106, 5167, 5178, 5310, 5416, 5555, 5701, 6181, 6188, 6234, 6303, 6429, 6512, 6558, 6641, 6765, 6887, 6921, 6999, 7095, 7194, 7253, 7390, 7433, 7460, 7538, 7574, 7699, 7705, 7738, 8222, 8451, 8740, 8897, 9048, 9052, 9113, 9208, 9288, 9417, 9483, 9586, 9816, 9862, 9866, 9869, 9904]",95
9,61.20957227224214,61.69339968747569,94.6560674588893,47.32803372944465,2.7272811964139336,"[84, 128, 314, 415, 547, 797, 809, 824, 983, 1075, 1159, 1252, 1437, 1573, 1627, 2076, 2458, 2512, 2564, 2698, 2707, 2745, 2846, 2858, 2884, 2956, 3017, 3073, 3077, 3127, 3171, 3270, 3310, 3464, 3524, 3528, 3650, 3832, 4103, 4368, 4498, 4652, 4785, 5040, 5134, 5408, 5411, 5523, 5538, 5539, 5625, 5643, 5648, 5721, 5877, 5897, 6036, 6298, 6304, 6390, 6743, 6983, 7261, 7358, 7434, 7457, 7597, 7901, 7918, 7946, 7951, 7982, 8274, 8572, 8665, 8666, 8689, 8695, 8718, 8730, 8742, 8797, 8820, 8875, 8934, 9077, 9259, 9499, 9596, 9712, 9824, 9891]",92
10,35.9507900573786,43.703195379934144,71.27496361309016,35.63748180654508,0.24090188651707933,"[134, 446, 610, 1035, 1109, 1351, 1713, 2045, 2146, 2240, 2251, 2531, 2701, 2717, 2914, 2963, 3068, 3319, 3325, 3573, 3691, 3743, 4302, 4452, 4812, 4872, 5004, 5210, 5224, 5274, 5351, 5447, 5530, 5617, 5624, 5696, 5900, 5935, 6306, 6416, 6458, 6541, 6761, 6811, 6843, 6892, 7091, 7160, 7598, 7629, 7739, 8141, 8174, 8211, 8251, 8272, 8282, 8404, 8434, 8677, 8902, 9103, 9284, 9464, 9623, 9742, 9789, 9857, 9865]",69
11,66.67667154456677,67.06378696181594,24.986343302014884,12.493171651007442,0.5157051906194132,"[44, 282, 439, 573, 670, 779, 919, 1625, 1659, 1694, 1826, 1908, 1984, 2016, 2118, 2646, 2648, 2858, 2881, 2995, 3012, 3029, 3073, 3361, 3641, 4056, 4167, 4207, 4213, 4368, 4623, 4632, 4695, 4906, 5020, 5036, 5179, 5411, 5451, 5539, 5543, 5625, 5643, 5964, 6220, 6294, 6329, 6364, 6675, 6743, 6849, 7178, 7275, 7453, 7492, 7721, 7774, 7791, 7904, 7982, 8055, 8274, 8667, 8776, 9059, 9096, 9137, 9313, 9354, 9400, 9421, 9664, 9743, 9891, 9893, 9906, 9938, 9967]",78
12,31.542835092418386,36.37107709426226,59.168693189698566,29.584346594849283,1.7544060538492814,"[565, 690, 808, 1117, 1211, 1238, 1249, 1300, 1436, 1488, 1604, 1715, 1905, 2080, 2248, 2448, 2480, 2797, 3122, 3136, 3277, 3498, 3533, 3597, 4118, 4300, 4402, 4465, 4537, 4568, 4813, 5369, 5393, 5425, 5471, 6200, 6416, 6580, 6752, 6843, 6856, 6858, 6917, 6987, 7091, 7632, 7652, 7911, 8141, 8143, 8256, 8473, 8658, 8662, 8703, 8902, 9121, 9181, 9227, 9442, 9448, 9458, 9775, 9892]",64
