TERMINAL_ID,x_terminal_id,y_terminal_id
0,41.7022004702574,72.0324493442158
1,0.011437481734488664,30.233257263183976
2,14.675589081711305,9.233859476879779
3,18.62602113776709,34.556072704304775
4,39.67674742306699,53.88167340033569
5,41.91945144032948,68.52195003967594
6,20.445224973151742,87.81174363909454
7,2.7387593197926163,67.04675101784022
8,41.730480236712694,55.868982844575164
9,14.038693859523377,19.81014890848788
10,80.07445686755366,96.82615757193975
11,31.342417815924286,69.23226156693141
12,87.63891522960382,89.46066635038473
13,8.504421136977792,3.905478323288236
14,16.98304195645689,87.8142503429413
15,9.83468338330501,42.11076250050522
16,95.7889530150502,53.316528497301704
17,69.18771139504733,31.551563100606295
18,68.65009276815837,83.46256718973729
19,1.8288277344191806,75.01443149449675
20,98.88610889064947,74.81656543798394
21,28.044399206440517,78.92793284514885
22,10.322600657764202,44.78935261759052
23,90.85955030930955,29.36141483736795
24,28.777533858634875,13.002857211827767
25,1.9366957870297075,67.8835532939891
26,21.162811600005902,26.554665937222623
27,49.15731592803383,5.336254511708038
28,57.411760549201304,14.672857490581015
29,58.93055369032842,69.97583600209312
30,10.233442882782583,41.40559878195683
31,69.44001577277452,41.417926952690266
32,4.995345894608716,53.58964059155116
33,66.37946452197887,51.48891120583086
34,94.45947559908133,58.65550405019929
35,90.34019152878835,13.747470414623752
36,13.927634725075855,80.73912887095238
37,39.767683698553355,16.53541971169328
38,92.75085803960339,34.776585974550656
39,75.08121031361556,72.59979853504515
40,88.33060912058099,62.36722070556089
41,75.09424340273372,34.88983419778425
42,26.99278917650261,89.58862181960669
43,42.809118987129494,96.48400471483856
44,66.3441497818448,62.16957202091218
45,11.474597295337519,94.94892587070713
46,44.991213347994055,57.83896143871318
47,40.81368027612812,23.70269802430277
48,90.33795205622538,57.36794866722859
49,0.287032703115897,61.71449136207239
50,32.664490177209615,52.70581022576093
51,88.59420993107744,35.72697600024998
52,90.85351509197992,62.33601157918027
53,1.5821242846556283,92.94372337437613
54,69.0896917516924,99.73228504514805
55,17.234050834532855,13.713574962887776
56,93.25954630371636,69.68181614899002
57,6.600017272206249,75.54630526024664
58,75.38761884612464,92.30245355464834
59,71.15247586284717,12.42709619721647
60,1.9880133839795588,2.621098687771928
61,2.8306488020794607,24.62110676030459
62,86.0027948682888,53.883106434165285
63,55.28219786857659,84.20308923596058
64,12.417331511991115,27.91836790111395
65,58.575927145828786,96.95957483196746
66,56.10302192557099,1.8647289372943021
67,80.06326726806164,23.297427384102043
68,80.71051956187792,38.786064406417175
69,86.35418545594287,74.71216427371846
70,55.62402339904189,13.645522566068502
71,5.991768951221166,12.134345574073734
72,4.455187854476172,10.74941291060929
73,22.57093386078547,71.29889803826767
74,55.97169820541424,1.2555980159115854
75,7.197427968948677,96.7276330000272
76,56.81004619199421,20.329323466099048
77,25.232574457032342,74.3825854075093
78,19.542948110931878,58.135892727325775
79,97.00199890883124,84.68288014900352
80,23.984775914758615,49.376971426873
81,61.99557183813798,82.89808995501787
82,15.679139464608427,1.8576202177409518
83,7.002214371922233,48.63451109370318
84,60.63294616533304,56.88514370864814
85,31.736240932216077,98.8616154412449
86,57.97452192457969,38.01411726235504
87,55.09482191178968,74.53344309065021
88,66.92328934531847,26.491955766280938
89,6.633483442844157,37.00841979141063
90,62.97175070215645,21.01740099148396
91,75.27555537388139,6.653648135411494
92,26.031509857854097,80.47545637433454
93,19.343428262332772,63.94608808799401
94,52.46703091237337,92.48079703993507
95,26.329677048711098,6.596109068402378
96,73.50659632886695,77.21780295432468
97,90.7815852503524,93.19720691968372
98,1.3951572975597015,23.43620861214205
99,61.67783570016576,94.90163206876164
100,95.01761192470796,55.66531881951564
101,91.56063497662745,64.15662089463375
102,39.00077141412462,48.59906670969097
